Data Scientist (Global Markets),https://hh.ru/vacancy/72736408,1–3 года,з/п не указана,"Полная занятость, полный день",Сбер. Data Science,"О проекте – что мы делаем и зачем Наша agile-команда создает информационную платформу GM TA (Global Markets Trading Analytics) в интересах Департамента Глобальных Рынков (ДГР). ДГР – предоставляет корпоративным и розничным клиентам широкий спектр продуктов и услуг на локальных и зарубежных финансовых рынках. Ключевые направления бизнеса – Fx trading, Commodities, Equity, Founding, Fixed Income, Rates, Credit Valuation Adjustment, Structured Products, Investment Banking. Этот бизнес потребляет и порождает огромное количество данных, которые должны обрабатываться c целью:  поддержки регулярных бизнес-операций проведения Ad hoc анализа подготовки регулярной аналитической / управленческой отчетности разработки моделей машинного обучения, направленных на решение широкого спектра прикладных задач прогнозирования, классификации, кластеризации, выявления поведенческих паттернов и отклонений от них, сентимент-анализ и т.д.  Разрабатываемая нами информационная платформа – высоконагруженное решение, призванное обеспечить достижение всех этих целей. Текущий инструментальный стек платформы:  Python-скрипты, Java Kafka, AirFlow MS SQL, Greenplum, PostgreSQL, InfluxDB Grafana, Qlik Sense Python ML/DL libraries, PySpark, PyTorch, TensorFlow  Вот примеры некоторых наших задач:  Анализ чатов трейдеров. Чаты трейдеров представляют собой поток текстовых сообщений (переписку), которыми обмениваются трейдеры в процессе проведения торгов. Переписка содержит много сокращений и аббревиатур, причем один и тот же объект может обозначаться по-разному. Необходимо анализировать этот поток в режиме near-real-time (не реже 1 раз в 5 секунд) и извлекать из полученных сообщений данные о торговых фактах, в том числе: инструменты, цены, объемы сделок, начало/конец аукционов, текущие котировки, факты продаж и любую другую информацию, которая может быть выделена и систематизирована. Полученные результаты должны быть обработаны и приведены к единому формату (инструменты, даты, факты) с целью профилирования и сегментации трейдеров, формирования объемного представления о рынке и принятия оптимальных решений о проведении сделок Анализ новостного потока. Необходимо в приходящем из разных источников новостном потоке определять тематику каждой новости и ее эмоциональную окраску (позитив/негатив), выделять в контенте новости объекты, с которыми она связана – компании, государства и т.п. Кроме того, необходимо отслеживать каждую тему во времени, находить дубликаты новостей, оценивать интенсивность новостного потока и его влияние на спрос и котировки финансовых инструментов, прямо или косвенно связанных с объектами новостей Анализ отклонений в поведении клиентов. Клиенты, совершающие операции на валютном рынке, характеризуются определенными паттернами своих операций. Количество таких клиентов огромно, соответственно каждый день возникает значимый поток транзакций, связанных с ошибками/проблемами на стороне клиентов – выбор не той валютной пары, ошибка в порядке суммы операции, несвойственное клиенту отсутствие активности (как правило, из-за проблем с доступом к торговому терминалу). Необходимо выявлять отклонения от паттернов клиентских операций и формировать сигналы, позволяющие нормализовать ситуацию Сегментация клиентов для оптимизации продуктового предложения и цены. Клиенты характеризуются набором атрибутов, включающих принадлежность к отрасли, размер выручки, потребляемые финансовые продукты, паттерны движения денег на счетах, связанные с этим операции и т.д. Необходимо анализировать такие данные о клиентах с целью их сегментации и определения для сформированных сегментов перечней наиболее подходящих финансовых продуктов в допустимых ценовых диапазонах. Также необходимо выявлять факторы, сигнализирующие о наиболее подходящем моменте для предложения сделки клиенту Выявление фрода. Клиенты на валютном рынке, могут совершать операции, характеризуемые как fraud в отношении банка. Необходимо выявлять паттерны таких операций и своевременно реагировать на их появление в клиентском профиле, регулируя, соответствующим образом, ценовое предложение для таких клиентов Анализ данных аукционов. Во время проведения аукционов на различных торговых площадках необходимо, в режиме near-real-time (не реже 1 раз в 5 секунд), извлекать и анализировать данные об инструментах и ценах, опубликованных на этих торговых площадках с целью формирования объемного представления о рынке и принятия оптимальных решений о проведении сделок Хеджирование риска курсовых разниц по карточным операциям. Риск курсовых разниц возникает при оплате товаров и услуг в валюте, отличной от валюты счета карты. Валютные куры на день авторизации платежа и день расчета с международной платежной системой (МПС), как правило, разные, что может приводить к финансовым потерям. Необходимо в день авторизации прогнозировать объемы резервирования валют для будущих расчетов с МПС и сроки такого резервирования, учитывая, что авторизуемые суммы и суммы фактических платежей отличаются разнонаправленно  Теоретические знания  Математика Теория вероятностей и статистика Машинное обучение Прикладное программирование  Уверенные практические навыки (hand zone)  Иностранный язык. Понимание разговорного английского языка и свободное ведение деловой переписки Языки программирования ANSI SQL и Python Постановка задач, работа с бизнес-заказчиком Разработка полнофункционального прототипа ML/DL модели Операционализация модели и ввод ее в эксплуатацию (ОЭ/ПЭ)  Условия  Развитая IT архитектура. Мощный GPU кластер, возможность расчётов на суперкомпьютере top-30 в мире Комфортный офис по ул. Вавилова, 19 Скидки на продукты банка и экосистемы Постоянное развитие: обучающие курсы от лучших университетов и компаний, участие в международных конференциях Развитое DS community ","['Python', 'SQL', 'ML', 'Машинное обучение']"
Data Scientist,https://hh.ru/vacancy/76047561,1–3 года,з/п не указана,"Полная занятость, полный день",ЛАНИТ. Департамент корпоративных систем,"Центр Компетенции Больших Данных ЛАНИТ- подразделение ЛАНИТ с фокусом на экспертизу в областях Data Science и Big Data. ЦК Дата реализует технологически сложные проекты, связанные с обработкой, анализом и извлечением знаний из большого массива информации, в том числе неструктурированной. Область деятельности ЦК Дата включает построение высоконагруженных информационных систем, связанных с предиктивным обслуживанием, обработкой текстовой информации, работой с временными рядами.Требования:  Отличные знания Python для анализа данных (pandas, sklearn, numpy, scipy, xgboost, seaborn, etc); Опыт работы с базовыми алгоритмами ML (logistic regression, svm, knn, nn, decision tree, random forest, xgboost/catboost/lgbm и т.п). Понимание преимуществ, недостатков и отличий; Знание принципов работы с временными рядами: прогнозирование, поиск аномалий; Опыт работы по использованию искусственных нейронных сетей и инструментов; Знание SQL; Высшее техническое образование; Зрелость и самостоятельность.  Желательно:  Знание инструментов работы с большим объемом данных (pyspark, dask); Знание и опыт работы с подходами обучения без учителя: кластеризация, поиск аномалий, снижение размерности и т.п; Глубокий математический бэкграунд; Опыт участия в ИТ-проектах разработки или внедрения ПО: умение работать с контейнерами, очередями сообщений, fastapi, flask или чем-то схожим; Опыт работы с инструментами версионирования моделей и данных: mlflow, dvc или аналоги.  Обязанности:  Анализ данных с целью формулирования гипотез для проверки; Участие в проверке гипотез с использованием ML в различных сферах и с различными данными: временные ряды, текст, изображения и табличные данные; Участие в выводе моделей по подтвержденным гипотезам в прод: обертка, написание логики расчета признаков, обработки данных, взаимодействия с другими сервисами, очередями и т.п; Описание проводимых экспериментов в отчетах.  Условия:  Мы оформляем официально и предлагаем зарплату, которая позволит тебе думать о текущих задачах и лучших решениях; Гибкое начало рабочего дня: 5/2 с 09.00 до 11.00; Предлагаем топовое железо; Регулярное внутреннее обучение, возможность участвовать во внешних мероприятиях и митапах; ДМС в вашем регионе, включая стоматологию (после окончания испытательного срока); Офис недалеко от м. Рижская/м. Алексеевская/м. Марьина роща (корпоративный транспорт для сотрудников); Работа в комфортном офисе с собственной инфраструктурой: спортзал, салон красоты, кухни, столовая, кафе и кофейный киоск. ","['Python', 'Pandas', 'sklearn', 'SQL', 'Machine Learning', 'PyTorch', 'XGBoost', 'ML', 'Машинное обучение', 'Seaborn']"
Senior Data Scientist/Data Analyst в трайб Customer Care,https://hh.ru/vacancy/75605480,1–3 года,з/п не указана,"Полная занятость, полный день",Сбер для экспертов,"Описание проекта Всем привет! Мы команда Корневых причин. Наша задача – улучшать клиентский опыт. Мы анализируем обращения клиентов, ищем проблемные места в существующих процессах множества продуктов (от дебетовых карт до продуктов экосистемы) и придумываем способы решения проблем. Мы общаемся со всеми продуктовыми командами, помогаем им улучшить их продукты и оптимизировать процессы. Поэтому для аналитики и генерации гипотез мы работаем с огромным количеством данных – данные о клиенте и его поведении, транзакции, ClickStream, коммуникации, логи внутренних систем, обращения и т.д. - крутим все это на нашем Hadoop кластере Pyspark-ом. Обучаем и тестируем модели на сервере DGX-2 (16 TESLA V100 32 ГБ, SXM3) Обязанности Чем предстоит заниматься:  Поиск новых корневых причин обращений, в т.ч. методами NLP. Анализ клиентского пути, в т.ч. взаимосвязей различных событий и дальнейшего поведения клиентов. Генерация и проверка гипотез. Проработка и запуск пилотных сценариев, помогающих клиенту разобраться в продуктах и услугах через RecSys - push, SMS, IVR (Interactive Voice Response). Оценка эффективности запущенных сценариев (A/B тесты). Создание новых сервисов по анализу текстов обращений с использованием NLP подходов (поиск аномалий, определение тональности текстов).  Требования  Sql (postgresql, oracle); Основные python библиотеки - pandas, numpy, scipy и пр. и понимание классического ML; Pytorch или другие DL библиотеки и умение адаптировать алгоритмы под наши задачи; Математическая база, понимание статистики, A/B тестов; Опыт работы с pyspark/Hadoop или желание быстро его освоить; Linux, git; Развитые soft-skills, т.к. много общаемся с бизнесом  Условия  Комфортный офис на Кутузовском проспекте с тренажерным залом, коворкинг-пространствами и кафе; ДМС, программы лояльности для сотрудников (льготное кредитование, предложения экосистемы Сбера); DS-комьюннити, множество программ профессионального обучения (курсы, тренинги, конференции, семинары). ",[]
Data Scientist Управления модельных рисков и валидации,https://hh.ru/vacancy/75854008,1–3 года,з/п не указана,"Полная занятость, полный день","ПАО ВТБ, Технологический блок","Обязанности: Валидация моделей и оценка модельного риска с целью снижения вероятности реализации модельного риска и уменьшения возможных последствий в случае его реализации. В том числе:  сбор данных, необходимых для валидации моделей; анализ качества данных; проведение количественного и качественного анализа моделей; подготовка отчетов по результатам проведенных работ; подготовка заключений и рекомендаций по результатам валидации в адрес других подразделений; согласование заключений и рекомендаций с другими подразделениями; развитие методологии валидации, консультирование других сотрудников; повышение степени автоматизации и эффективности работы в рамках своих задач.  Требования:  высшее образование (физико- математическое, техническое); опыт работы в сфере анализа данных; знание статистики и методов математического моделирования; владение специализированными средствами обработки и анализа данных (Python, SQL); понимание основ экономики и финансов.  Условия:  трудоустройство согласно Законодательству; конкурентная заработная плата; профессиональное обучение и развитие; добровольное медицинское страхование, льготные условия кредитования; корпоративная пенсионная программа, материальная помощь; спортивная жизнь и корпоративные мероприятия; возможность построить карьеру в ведущем банке России. ","['Математическое моделирование', 'Анализ данных', 'Статистический анализ', 'Валидация моделей', 'Модельный риск']"
Data scientist,https://hh.ru/vacancy/75730462,3–6 лет,з/п не указана,"Полная занятость, полный день","Иннотех, Группа компаний","Наш проект создает инструменты для оптимизации рабочих процессов. Один из инструментов - сервис обработки скан-копий документов с помощью технологий OCR/NLP/ML. Мы ищем разработчика шаблонов распознавания с опытом разработки и внедрения OCR/ML/NER Что предстоит делать:  Выполнять технический анализ документов, выявление закономерностей и структурирование документа Проектировать оптимальную архитектуру шаблона, под решение конкретной задачи Разрабатывать шаблоны распознавания документов и подбирать оптимальные параметры шаблона для достижения максимального качества извлечения Организовывать тестирование шаблонов и приемо-сдаточные испытания  Какие знания и навыки для нас важны:  Высшее техническое образование Опыт внедрения OCR/NLP/ML решений в крупной компании в области Финансов, Телеком, Ритейла в роли разработчика/аналитика данных Навыки работы с технологиями распознавания изображений и обработки неструктурированных текстов - OCR, NLP, NER и др Навыки работы с Python 3.6+ и библиотек для анализа данных (Pandas, Numpy, OpenCV, Spacy и т.д) Знание RegEx и навыки писать сложные регулярные выражения для извлечения любых данных из текста Опыт обработки текстов свободного формата с применением лемматизации, токенизации, семантических связей Знания в области архитектуры реляционных БД, навык написания SQL-запросов Знания основ математической статистики Умение работать с Git Опыт работы по методологии SCRUM/SAFe/Scaled Agile (желательно) Будет плюсом опыт работы с методами машинного обучения в части NLP/NER/QA ","['OCR', 'NER', 'Python', 'Pandas', 'Numpy', 'NLP', 'OpenCV', 'Spacy', 'RegEx', 'SQL', 'Git']"
Data Scientist,https://hh.ru/vacancy/75925452,3–6 лет,от 300000 до 450000 руб. на руки,"Полная занятость, полный день",Ассоциация IPChain,"Проект: FonMix  - b2b плеер для озвучки коммерческих площадей: ресторанов, торговых центров, крупных сетевых магазинов. Кросс-платформенное решение с гибким управлением музыкального оформления бизнеса: плейлисты, аудио-реклама, караоке, мониторинг. FonMix используются для озвучки более 30 000 объектов - это 1,6 млн м² и насчитывает более 11млн композиций. Будем рады видеть в команде, если ты  Уже работал в качестве Data Scientist; Понимаешь основные методы и алгоритмы Machine Learning; Уверенно владеешь Python (numpy, scipy, pytorch, sklearn); Используешь инструменты бизнес-аналитики и фреймворков данных; Разбираешься в математической статистике и теории вероятностей и знаешь, как проводить A/B тестирования.  Обязанности:  Выявлять ценные источники данных и автоматизировать процессы сбора; Проводить предварительную обработку структурированных и неструктурированных данных; Анализировать большие объёмы информации, чтобы выявить тенденции и закономерности; Создавать прогнозные модели и алгоритмы машинного обучения; Предлагать решения и стратегии для бизнес-задач; Взаимодействовать со стейкхолдерами, аналитиками, командой разработки.  С каким типом данных предстоит работать:  Аудио (музыка, голос) Текст Видео (видео ряд + аудио) Алгоритмы, исходный код ПО, AST деревья Генеративная музыка (генеративно состязательные архитектуры)  Мы предлагаем:  возможность влиять на продукт: прислушиваемся к мнению каждого члена команды, есть архитектурные комитеты; agile управление проектами: Scrum и Kanban; работа в аккредитованной IT компании; соблюдение ТК РФ: официальное трудоустройство, полностью белая заработная плата; гибкий старт начала рабочего дня; можно работать удаленно. ","['Python', 'Machine Learning', 'SciPy', 'PyTorch', 'Numpy']"
Data Scientist,https://hh.ru/vacancy/73226517,1–3 года,з/п не указана,"Полная занятость, полный день",ООО Софт Инжиниринг,"Привет, наш будущий коллега! Мы рады, что ты выбрал нашу компанию и уверенны в том, что вместе мы сможем выстроить отличную работу, сгенерировать множество крутых проектов и воплотить их в жизнь. Что нужно делать:   Исследовать поведенческие паттерны и находить зависимости в данных используя статистические методы анализа;   Моделировать поведения клиентов для решения задач маркетинга;   Создать с нуля предиктивную систему на основе ML алгоритмов   Участвовать в разработке архитектуры ML сервисов.   Чего ждём от тебя:   Высшее образование в области прикладной математики/IT/экономики/статистики;  Знание и опыт работы с Python и основными библиотеками анализа данных; Знание SQL; Знание основ статистического анализа; Понимание алгоритмов машинного обучения. Опыт построения скоринговых моделей и оценки их эффективности; Знание классических ML-методов.  Почему тебе понравится работать с нами:   У нас заработную плату поднимают каждые полгода за профессиональный рост и созданные “продукты"";   Мы не работаем по ночам и по выходным если этого не хотим - мы беремся за такой объем работы, который способны выполнить в рабочее время;   У тебя будет наставник, который поможет развиваться в нужном и полезном направлении;   Тебе предложат развиваться и даже ЗАПЛАТЯТ ЗА ТВОЕ ОБУЧЕНИЕ;   Сможешь участвовать в самых крутых проектах Кузбасса и России;   А главное - ты сам можешь выбрать вектор своей работы и развития.  ","['Python', 'SQL', 'Математическая статистика', 'Статистический анализ', 'Анализ данных', 'Pandas', 'Numpy', 'Машинное обучение', 'sklearn', 'ML', 'Математика']"
Data Scientist (Северсталь Диджитал),https://hh.ru/vacancy/75932115,1–3 года,з/п не указана,"Полная занятость, удаленная работа",Северсталь. IT & Digital,"Мы продолжаем развивать наше ML направление в Северсталь Диджитал, наши модели управляют обжиговыми машинами, помогают производить чугун, определяют неисправное оборудование по изображению и данным с датчиков, детектируют поверхностные дефекты листа, управляют скоростью трех ключевых агрегатов на плоском прокате, в том числе с помощью Reinforcement Learning, прогнозируют рыночные цены на сталелитейную продукцию, экономят мазут и электроэнергию. Наш технологический стек включает в себя:  Python 3 со стандартными DS пакетами (numpy, pandas, scikit-learn, xgboost/lightgbm; Технологии Big Data (Hadoop, Hive, Spark); Git, Graylog, Grafana, Kubernetes, Docker;  В твои обязанности будет входить:  Собирать данные из внутренних баз данных и работать с внешними источниками информации; Применять анализ данных и алгоритмы машинного обучения для решения производственных задач; Реализация и поддержка end-to-end продакшн решений (в команде с дата-инженером и разработчиком); Тесное общение с технологами на производстве; Взаимодействие с заказчиком и презентация продукта; Со временем возможно менторство над 1-2 джунами; Командировки на производство в г. Череповец ( не более 10%).  Тебе нужно уметь:  Писать понятный и воспроизводимый код; Формулировать и проверять на данных статистические гипотезы; Подбирать предпосылки и алгоритм машинного обучения, соответствующие поставленной бизнес-задаче, выбирать метрики и оценивать работу алгоритма; Трансформировать бизнес-постановку задачи в математическую формулировку и код;  Ожидаем:  Опыт самостоятельной реализации DS проектов и готовность о них рассказать; Опыт дизайна экспериментов и проведения пилотных испытаний;  Плюсом будет:  Опыт работы с промышленными данными; Опыт работы с алгоритмами оптимизации (пакеты gurobi/cplex/pulp); Опыт работы с семействами моделей ARIMA-GARCH; Участие в ML-соревнованиях; Знание Tensorflow/Pytorch.  Тебе нужно знать:  Python и пакеты нашего стека; SQL на уровне запросов средней сложности; Теорию вероятностей и математическую статистику; Принципы работы алгоритмов машинного обучения (линейная регрессия, логистическая регрессия, деревья решений, случайный лес, градиентный бустинг, нейронные сети и др.);  Мы предлагаем:  Работу в профессиональной команде, которая готова делиться знаниями и опытом; Офис на м. Войковская, МЦК Балтийская или МЦД Красный Балтиец или удаленная работа; График работы 5/2 (40 часов в неделю), гибкое начало дня; Официальное трудоустройство; Корпоративную мобильную связь, медицинскую страховку и страхование жизни; Современное рабочее пространство и уютные зоны отдыха; Спортзал и велопарковку; Оплату дистанционных курсов и участия в профессиональных конференциях. ","['Python', 'Tensorflow', 'SQL', 'Machine Learning', 'Git']"
Chief Data Scientist / DS Team Lead,https://hh.ru/vacancy/75959822,3–6 лет,з/п не указана,"Полная занятость, полный день",Selecty,"Responsibilities:  Collaborate, coach, and learn with a growing team of experienced Data Scientists and Data Trainees Collaborate with business partners to develop novel ways to meet objectives utilizing cutting edge techniques and tools Share passion for Data Science with broader enterprise community; identify and develop long-term processes, frameworks, tools, methods and standards Effectively communicate the analytics approach and how it will meet and address objectives to business partners Advocate and educate on the value of data driven decision making focusing on the “how and why” of solving problems Lead analytic approaches, integrating work into applications and tools with data engineers, business leads, analysts and developers Create repeatable, interpretable, dynamic and scalable models that are seamlessly incorporated into analytic data products Engineer features by using their business acumen to find new ways to combine disparate internal and external data sources  Requirements:   Bachelor’s degree required, in quantitative discipline and demonstrated Data Science skill set   4+ years work experience, 1+ year work experience as a team lead   Python or R proficiency working with DataFrames and proficiency writing complex SQL queries   Proficiency with Machine Learning to solve clustering, classification, regression, anomaly detection, simulation and optimization problems on large scale data sets   Proven ability to merge and transform disparate internal & external data sets together to create new features   Experience with Big Data technologies preferred — Hadoop, Spark, H20.ai, Cloud AI platforms, containerization   Experience with supporting deployment, monitoring, maintenance and enhancement of models preferred Experience with data visualization tools preferred — Tableau, R Shiny, Plotly, etc.   Conditions:  Competitive salary Advanced benefits package (annual bonus, health insurance, mobile compensation, partial fitness compensation, 3-year saving plan) Professional development and career growth Ability to take part in digital transformation in a large company ","['Python', 'SQL', 'Big Data', 'Spark', 'Machine Learning']"
Data scientist lead,https://hh.ru/vacancy/75920088,не требуется,з/п не указана,"Полная занятость, полный день",Sensemachine,"Мы – компания Sensemachine - лидеры на российском рынке нейробиологических исследований. Изучаем эмоциональный отклик на рекламные ролики, ТВ контент, прототипы приложений и многое другое, вплоть до дизайна интерьера банков с использованием собственной facial coding платформы. Являемся сердцем крупнейшей в Европе UX - лаборатории Альфа – банка и работаем с самыми большими клиентами российского рынка: Альфа-банк, Мтс, Danone, Ozon, Мail, Lamoda, Самокат, Sokolov и др. Компания представляет из себя команду людей, по-настоящему увлечённых наукой и её технической интерпретацией, которая делает уникальный продукт, меняющий представление о познании и востребованный самыми крупными игроками. Этот продукт показывает рост в одном из наиболее востребованных сегментов современного наукоёмкого бизнеса - нейробиологических исследованиях, которые до 2024 года по оценке Gartner будут применяться в 50% всех маркетинговых тестов. Мы строим настоящий двигатель того, как будут совершаться открытия о человеческом восприятии в ближайшее время и уверены, что талантливые и открытые знаниям люди – это то, что нам нужно на этом пути) На данном этапе, мы в поиске профессионального Data scientist lead в нашу драйвовую команду. Требования к кандидату:   Высшее профильное образование (инженерное или математическое)   Опыт коммерческой разработки в области DS/ML на Python   Наличие успешных коммерческих проектов или проектов в эксплуатации   Опыт поддержки и развития продуктов находящихся в эксплуатации   Умение разбираться в чужом коде   Опыт постановки задач   Уверенные знания и опыт работы с Python для анализа данных, включая основные библиотеки (numpy, scipy, pandas, Scikit-learn)   Опыт работы с технологиями Face Detection, Face Analyze, Computer Vision.   Опыт работы с Tensorflow, PyTorch, OpenVINO   Желательно:   Опыт работы с SQL   Опыт работы с Apache Spark (Pyspark / Scala, Spark SQL)   Знание Docker   Ваши обязанности:   Рефакторинг существующей системы   Создание улучшенного решения на основании текущего   Постановка и контроль выполнения задач     Построение процессов тестирования решений на базе технологий обработки видео с помощью нейросетевых моделей   Разработка алгоритмов преобразования данных   Организация процессов разработки и руководство командой ML-специалистов   Взаимодействие с командой аналитики и разработки инфраструктуры   Контроль исполнения задач   Что предлагаем мы: Просьба в сопроводительном письме указывать желаемый уровень заработной платы!  Работа в команде разработчиков, сердцем которой является data science. Большое количество очень интересных гипотез, которые основаны на современных научных теориях и большой простор в их проверке, освоение которого будет поддержано профессиональными и увлечёнными коллегами. Амбициозные задачи, масштабные проекты и возможность создать по-настоящему уникальный продукт, который сможет быть стандартом индустрии. Большую продуктовую команду мечты – все ребята ладят с методами изучения данных и ходят не с проблемами, но с предложениями Всю нужную инфраструктуру и поддержку в экспериментах. Участие в работе крупнейшей в Европе ux лаборатории. Оплата обучения и тренингов для вашего профессионального роста. Белая заработная плата. Фиксированный, достойный оклад ( обсуждаем на собеседовании). Пятидневка. Гибридный график работы. Возможность работать 1-2 дня удаленно. Уютный "" pet-frendly"" офис, в 2-минутах от метро Парк Культуры ( да, можно приносить\приводить с собой пушистых любимцев)! Официальное трудоустройство с первого рабочего дня, полное соблюдение ТК РФ.  Отсутствие строгого дресс-кода и бюрократии, открытость и лояльность руководства, общение на - ""ты"". Мы всегда готовы принять в команду талантливых и перспективных сотрудников, готовых стать частью нашей классной команды и делать мир рекламы лучше с помощью нашей платформы. В свою очередь мы готовы делится своим опытом, экспертностью, всячески направлять и поддерживать. Откликайтесь или отправляйте свое резюме на e-mail.  ",['Английский — B2 — Средне-продвинутый']
